913410,709,8/31/2015 20:46,Embarcadero at Sansome,60,8/31/2015 20:58,Embarcadero at Bryant,54,553,Subscriber,94105
913314,340,8/31/2015 19:33,2nd at South Park,64,8/31/2015 19:39,Steuart at Market,74,560,Subscriber,94607
913163,1244,8/31/2015 18:23,Embarcadero at Sansome,60,8/31/2015 18:44,San Francisco Caltrain 2 (330 Townsend),69,390,Customer,19134
912973,229,8/31/2015 17:32,South Van Ness at Market,66,8/31/2015 17:35,Civic Center BART (7th at Market),72,574,Subscriber,94803
912896,475,8/31/2015 17:12,Mechanics Plaza (Market at Battery),75,8/31/2015 17:20,Embarcadero at Bryant,54,593,Subscriber,94105
912627,656,8/31/2015 15:53,Beale at Market,56,8/31/2015 16:03,San Francisco Caltrain 2 (330 Townsend),69,385,Subscriber,94085
912323,539,8/31/2015 10:02,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 10:11,Steuart at Market,74,372,Subscriber,94703
911813,679,8/31/2015 7:54,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 8:05,Temporary Transbay Terminal (Howard at Beale),55,415,Subscriber,94030
910291,550,8/28/2015 17:08,Steuart at Market,74,8/28/2015 17:17,San Francisco Caltrain 2 (330 Townsend),69,366,Subscriber,94061
909792,728,8/28/2015 10:42,Market at 4th,76,8/28/2015 10:54,Davis at Jackson,42,391,Customer,94111
908814,737,8/27/2015 18:12,Civic Center BART (7th at Market),72,8/27/2015 18:24,Harry Bridges Plaza (Ferry Building),50,389,Subscriber,94103
907924,303,8/27/2015 9:50,Mezes Park,83,8/27/2015 9:55,Redwood City Caltrain Station,22,294,Subscriber,94063
907589,278,8/27/2015 8:19,South Van Ness at Market,66,8/27/2015 8:24,Golden Gate at Polk,59,439,Subscriber,94124
907145,772,8/26/2015 19:32,San Francisco Caltrain (Townsend at 4th),70,8/26/2015 19:45,Harry Bridges Plaza (Ferry Building),50,67,Subscriber,94111
906685,889,8/26/2015 17:03,Mechanics Plaza (Market at Battery),75,8/26/2015 17:18,San Francisco Caltrain (Townsend at 4th),70,625,Subscriber,95054
906428,809,8/26/2015 15:11,Embarcadero at Sansome,60,8/26/2015 15:24,Mechanics Plaza (Market at Battery),75,453,Customer,32301
906162,1144,8/26/2015 11:19,Townsend at 7th,65,8/26/2015 11:38,Post at Kearny,47,468,Subscriber,94107
905988,526,8/26/2015 9:33,San Francisco Caltrain (Townsend at 4th),70,8/26/2015 9:42,Howard at 2nd,63,527,Subscriber,94063
905923,363,8/26/2015 9:15,Powell Street BART,39,8/26/2015 9:21,San Francisco Caltrain 2 (330 Townsend),69,504,Subscriber,94606
905820,625,8/26/2015 8:53,Harry Bridges Plaza (Ferry Building),50,8/26/2015 9:04,Post at Kearny,47,651,Subscriber,95442
905378,225,8/25/2015 23:15,San Francisco Caltrain 2 (330 Townsend),69,8/25/2015 23:19,Townsend at 7th,65,575,Subscriber,94107
904952,423,8/25/2015 17:52,Embarcadero at Vallejo,48,8/25/2015 17:59,Temporary Transbay Terminal (Howard at Beale),55,353,Subscriber,94611
904927,457,8/25/2015 17:44,Market at 4th,76,8/25/2015 17:51,San Francisco Caltrain (Townsend at 4th),70,400,Subscriber,92067
904899,976,8/25/2015 17:38,Davis at Jackson,42,8/25/2015 17:55,San Francisco Caltrain (Townsend at 4th),70,413,Subscriber,95051
904850,702,8/25/2015 17:26,San Antonio Shopping Center,31,8/25/2015 17:37,Mountain View Caltrain Station,28,263,Subscriber,94133
903706,735,8/25/2015 7:53,San Francisco Caltrain (Townsend at 4th),70,8/25/2015 8:05,Harry Bridges Plaza (Ferry Building),50,632,Subscriber,94070
903621,339,8/25/2015 7:14,Harry Bridges Plaza (Ferry Building),50,8/25/2015 7:20,Howard at 2nd,63,489,Subscriber,94954
903376,161,8/24/2015 19:23,Paseo de San Antonio,7,8/24/2015 19:25,San Salvador at 1st,8,98,Subscriber,95113
903370,566,8/24/2015 19:17,Market at Sansome,77,8/24/2015 19:26,Embarcadero at Sansome,60,574,Subscriber,94111
903169,693,8/24/2015 18:05,Market at 10th,67,8/24/2015 18:17,Steuart at Market,74,374,Subscriber,94501
902658,508,8/24/2015 14:34,Cowper at University,37,8/24/2015 14:43,Palo Alto Caltrain Station,34,41,Subscriber,94105
902302,621,8/24/2015 9:09,Beale at Market,56,8/24/2015 9:20,San Francisco Caltrain (Townsend at 4th),70,459,Subscriber,94117
902233,462,8/24/2015 8:54,Steuart at Market,74,8/24/2015 9:02,2nd at Townsend,61,382,Subscriber,94609
901637,296,8/23/2015 13:54,Howard at 2nd,63,8/23/2015 13:59,Post at Kearny,47,496,Subscriber,94105
901363,641,8/22/2015 18:24,Grant Avenue at Columbus Avenue,73,8/22/2015 18:35,Civic Center BART (7th at Market),72,336,Subscriber,94133
901257,531,8/22/2015 15:31,Civic Center BART (7th at Market),72,8/22/2015 15:40,Townsend at 7th,65,497,Subscriber,94102
900930,205,8/22/2015 6:13,Civic Center BART (7th at Market),72,8/22/2015 6:16,Market at 4th,76,407,Subscriber,94103
900743,1161,8/21/2015 18:13,Park at Olive,38,8/21/2015 18:33,Rengstorff Avenue / California Street,33,243,Subscriber,94040
900561,261,8/21/2015 17:17,Mountain View City Hall,27,8/21/2015 17:21,Mountain View Caltrain Station,28,94,Subscriber,94040
900195,494,8/21/2015 13:47,Harry Bridges Plaza (Ferry Building),50,8/21/2015 13:55,Embarcadero at Sansome,60,66,Subscriber,94553
899791,291,8/21/2015 9:06,San Francisco Caltrain (Townsend at 4th),70,8/21/2015 9:11,Townsend at 7th,65,306,Subscriber,95051
899786,1065,8/21/2015 9:05,San Francisco Caltrain (Townsend at 4th),70,8/21/2015 9:23,Market at 10th,67,538,Subscriber,94065
899488,179,8/21/2015 7:41,Townsend at 7th,65,8/21/2015 7:44,San Francisco Caltrain 2 (330 Townsend),69,652,Subscriber,94103
899168,411,8/20/2015 18:59,Grant Avenue at Columbus Avenue,73,8/20/2015 19:06,Powell at Post (Union Square),71,259,Subscriber,94122
899094,272,8/20/2015 18:24,Commercial at Montgomery,45,8/20/2015 18:29,Market at Sansome,77,312,Subscriber,94305
899001,680,8/20/2015 17:55,Market at 10th,67,8/20/2015 18:06,San Francisco Caltrain 2 (330 Townsend),69,501,Subscriber,95120
898417,708,8/20/2015 12:34,Mechanics Plaza (Market at Battery),75,8/20/2015 12:46,Embarcadero at Bryant,54,500,Subscriber,94066
898410,520,8/20/2015 12:34,Embarcadero at Bryant,54,8/20/2015 12:43,Embarcadero at Vallejo,48,473,Subscriber,94105
898307,262,8/20/2015 10:42,2nd at Folsom,62,8/20/2015 10:46,Mechanics Plaza (Market at Battery),75,478,Subscriber,94109
898125,205,8/20/2015 9:17,Steuart at Market,74,8/20/2015 9:20,Spear at Folsom,49,590,Subscriber,94582
897663,197,8/20/2015 7:03,Mechanics Plaza (Market at Battery),75,8/20/2015 7:06,Davis at Jackson,42,359,Subscriber,94121
897161,388,8/19/2015 17:41,Steuart at Market,74,8/19/2015 17:48,Market at 4th,76,535,Subscriber,94114
896991,292,8/19/2015 17:04,Yerba Buena Center of the Arts (3rd @ Howard),68,8/19/2015 17:09,San Francisco Caltrain (Townsend at 4th),70,397,Subscriber,94041
896948,525,8/19/2015 16:54,South Van Ness at Market,66,8/19/2015 17:02,San Francisco Caltrain 2 (330 Townsend),69,576,Subscriber,95030
896695,604,8/19/2015 14:21,Temporary Transbay Terminal (Howard at Beale),55,8/19/2015 14:31,Broadway St at Battery St,82,16,Subscriber,94105
896636,442,8/19/2015 13:10,Embarcadero at Folsom,51,8/19/2015 13:18,Market at Sansome,77,609,Subscriber,94549
896611,235,8/19/2015 12:49,Steuart at Market,74,8/19/2015 12:53,Temporary Transbay Terminal (Howard at Beale),55,390,Subscriber,94080
896510,247,8/19/2015 10:58,Grant Avenue at Columbus Avenue,73,8/19/2015 11:02,Commercial at Montgomery,45,403,Subscriber,94133
896472,310,8/19/2015 10:20,Mountain View Caltrain Station,28,8/19/2015 10:25,Evelyn Park and Ride,30,22,Subscriber,94108
895990,707,8/19/2015 7:57,Japantown,9,8/19/2015 8:09,San Jose Diridon Caltrain Station,2,304,Subscriber,94111
895953,712,8/19/2015 7:46,San Francisco Caltrain (Townsend at 4th),70,8/19/2015 7:58,Clay at Battery,41,189,Subscriber,94065
895835,1022,8/19/2015 6:53,Grant Avenue at Columbus Avenue,73,8/19/2015 7:10,San Francisco Caltrain (Townsend at 4th),70,444,Subscriber,94133
895821,566,8/19/2015 6:44,Market at Sansome,77,8/19/2015 6:53,San Francisco Caltrain 2 (330 Townsend),69,286,Subscriber,94595
895383,596,8/18/2015 17:44,Temporary Transbay Terminal (Howard at Beale),55,8/18/2015 17:54,San Francisco Caltrain (Townsend at 4th),70,446,Subscriber,94022
895006,216,8/18/2015 15:52,Townsend at 7th,65,8/18/2015 15:56,San Francisco Caltrain 2 (330 Townsend),69,189,Subscriber,94043
894630,347,8/18/2015 9:57,San Francisco Caltrain 2 (330 Townsend),69,8/18/2015 10:03,5th at Howard,57,530,Subscriber,95050
894469,313,8/18/2015 9:05,San Francisco Caltrain (Townsend at 4th),70,8/18/2015 9:11,Yerba Buena Center of the Arts (3rd @ Howard),68,269,Subscriber,94401
894133,659,8/18/2015 7:47,San Francisco Caltrain (Townsend at 4th),70,8/18/2015 7:58,Mechanics Plaza (Market at Battery),75,380,Subscriber,94040
893874,158,8/17/2015 19:49,Steuart at Market,74,8/17/2015 19:52,Embarcadero at Vallejo,48,375,Subscriber,94105
893714,595,8/17/2015 18:24,Townsend at 7th,65,8/17/2015 18:34,Embarcadero at Bryant,54,402,Subscriber,94103
893615,738,8/17/2015 18:00,Market at Sansome,77,8/17/2015 18:12,San Francisco Caltrain 2 (330 Townsend),69,533,Subscriber,94303
893504,322,8/17/2015 17:32,San Jose Diridon Caltrain Station,2,8/17/2015 17:37,Santa Clara at Almaden,4,200,Subscriber,95110
893302,458,8/17/2015 16:50,2nd at South Park,64,8/17/2015 16:57,Harry Bridges Plaza (Ferry Building),50,500,Subscriber,94510
892465,887,8/17/2015 8:34,San Francisco Caltrain 2 (330 Townsend),69,8/17/2015 8:48,Davis at Jackson,42,583,Subscriber,94002
892381,511,8/17/2015 8:16,Embarcadero at Folsom,51,8/17/2015 8:24,2nd at South Park,64,530,Subscriber,94105
892241,587,8/17/2015 7:38,5th at Howard,57,8/17/2015 7:48,Temporary Transbay Terminal (Howard at Beale),55,67,Customer,90210
892091,873,8/16/2015 20:00,Harry Bridges Plaza (Ferry Building),50,8/16/2015 20:14,Grant Avenue at Columbus Avenue,73,446,Customer,nil
891847,1836,8/16/2015 13:57,Golden Gate at Polk,59,8/16/2015 14:28,Townsend at 7th,65,524,Customer,60640
891832,869,8/16/2015 13:41,Yerba Buena Center of the Arts (3rd @ Howard),68,8/16/2015 13:55,Golden Gate at Polk,59,547,Subscriber,94107
891479,14601,8/15/2015 17:05,MLK Library,11,8/15/2015 21:08,MLK Library,11,231,Customer,95119
890616,818,8/14/2015 17:04,Mechanics Plaza (Market at Battery),75,8/14/2015 17:18,San Francisco Caltrain (Townsend at 4th),70,317,Subscriber,95054
890581,717,8/14/2015 16:55,2nd at Townsend,61,8/14/2015 17:07,Mechanics Plaza (Market at Battery),75,335,Subscriber,94609
890417,749,8/14/2015 15:40,Temporary Transbay Terminal (Howard at Beale),55,8/14/2015 15:52,San Francisco Caltrain (Townsend at 4th),70,510,Subscriber,94030
890298,661,8/14/2015 13:29,Embarcadero at Sansome,60,8/14/2015 13:40,Clay at Battery,41,436,Subscriber,94960
889677,460,8/14/2015 8:05,San Francisco Caltrain 2 (330 Townsend),69,8/14/2015 8:13,Yerba Buena Center of the Arts (3rd @ Howard),68,187,Subscriber,94087
889442,129,8/13/2015 21:27,Yerba Buena Center of the Arts (3rd @ Howard),68,8/13/2015 21:29,Howard at 2nd,63,652,Subscriber,94105
889424,341,8/13/2015 20:39,2nd at South Park,64,8/13/2015 20:44,Spear at Folsom,49,456,Subscriber,94105
889151,857,8/13/2015 18:10,Broadway St at Battery St,82,8/13/2015 18:24,San Francisco Caltrain 2 (330 Townsend),69,364,Subscriber,95130
